相手先コード１,相手先コード２,相手先区分,所要日数,相手先略称,相手先名称１,相手先名称２,相手先名称３,郵便番号１,郵便番号２,住所１,住所２,住所３,電話番号,ＦＡＸ番号
T3820,,4,1,津田工業　本社機構,津田工業株式会社　本社機構,,,355,812,埼玉県比企郡滑川町大字都２５－３５,,,0493-56-4181,0493-56-3994
T2810,,4,1,フィアロスペース,株式会社　フィアロスペース,,,350,1224,埼玉県日高市田木４３６番地,,,0429-89-2161,0429-85-5380
T0070,H140,5,1,神村メッキ　埼玉,神村真空メッキ工業株式会社　埼玉工場,,,350,1265,埼玉県日高市原宿７７０,,,0429-78-6484,
T3010,,4,1,津田,津田工業株式会社　東松山工場,,,355,71,埼玉県東松山市新郷８８－２４,,,0493-21-7040,0493-25-0043
T3820,H204,5,1,津田　東松山,津田工業株式会社　東松山工場,,,355,71,埼玉県東松山市新郷８８－２４,東松山工業団地内,,0493-21-7040,0493-25-0043
T3650,,4,1,板通,株式会社　板通　埼玉支店,,,355,6,埼玉県東松山市市ノ川４８４－１,,,0493-22-5888,0493-22-6400
T0083,H142,5,1,スリードリーム,株式会社　スリードリーム,,,350,2203,埼玉県鶴ヶ島市大字上広谷４２７－１,,,049-299-6681,049-299-6682
T3830,,4,1,スリードリーム,株式会社　スリードリーム,,,350,2203,埼玉県鶴ヶ島市大字上広谷４２７－１,,,049-299-6681,049-299-6682
T3760,,4,2,秩父ｲﾜｻｷ,株式会社　秩父イワサキ,,,369,1311,埼玉県秩父市長瀞町岩田７７０,,,0494-66-1578,0494-66-1744
T3570,,4,1,トウプラス,株式会社　トウ・プラス,,,368,56,埼玉県秩父市寺尾３６４９,,,0494-24-0505,0494-75-0704
T3670,,4,1,ATE,ＡＴＥジャパン株式会社,,,332,12,埼玉県川口市本町２－６－２５－１０２,,,048-446-7222,048-446-7222
T0250,H180,5,1,東京ﾘｯﾁ産業㈱第2工場,東京リッチ産業株式会社,第2工場,,334,62,埼玉県川口市榛松１８５２－１,,,048-281-8122,
T0250,,4,1,東京リッチ,東京リッチ産業株式会社,,,334,61,埼玉県川口市新堀１３２－１１,,,0482-85-6000,0482-85-4449
T1039,H194,5,1,東京リッチ産業㈱,東京リッチ産業株式会社,,,334,61,埼玉県川口市新堀１３２－１１,,,0482-85-6000,0482-85-4449
T0750,,4,1,ダイコウー,株式会社　ダイコウー,,,334,74,埼玉県川口市江戸１－１６－４３,,,0482-85-6686,0482-85-6172
T3630,,4,1,島田工業所　川口,有限会社　島田工業所　川口工場,,,334,74,埼玉県川口市江戸１－１６－４３,,,048-285-6686,048-285-6172
T3320,,4,1,東立工芸,株式会社　東立工芸,,,333,811,埼玉県川口市戸塚６－２１－２２,,,048-295-5289,048-295-5307
T3810,,4,1,シモダ,株式会社　シモダ,,,352,11,埼玉県新座市野火止８－１－３４,,,048-479-4011,048-479-4747
T0520,,4,1,ダイシン,有限会社　ダイシン,,,362,66,埼玉県上尾市領家１２,,,048-726-0111,048-725-7140
T2300,,4,1,サンメ,株式会社　サンメタリック,,,344,57,埼玉県春日部市南栄町１２－１１,,,048-755-5891,048-755-5930
T3490,,4,1,東洋加工,東洋加工株式会社　美里工場,,,367,115,埼玉県児玉郡美里町猪俣１９６４,,,0495-76-3811,
T0015,H094,5,1,白電,白電工熱株式会社,,,341,37,埼玉県三郷市高洲２－８－２,（株式会社富士商事様扱い）,,0489-55-2854,0489-56-2764
T3450,,4,1,野口工芸,有限会社　野口工芸,,,341,44,埼玉県三郷市戸ヶ崎３－７５２－３,,,0489-55-4832,0489-55-7456
T3150,,4,1,アドバンス,株式会社　アドバンス,,,350,214,埼玉県坂戸市千代田５－１－４,,,049-288-2213,049-288-2214
T3010,H117,5,1,津田　川里,津田工業株式会社　川里工場,,,365,1,埼玉県鴻巣市赤城台362-28(川里工業団地),,,048-569-2311,048-569-2315
T3820,H201,5,1,津田　川里,津田工業株式会社　川里工場,,,365,1,埼玉県鴻巣市赤城台362-28,川里工業団地内,,048-569-2311,048-569-2315
T3370,,4,1,アイ・ライティング,株式会社　アイ・ライティング・システム,,,365,1,埼玉県鴻巣市赤城台２１２－１０,,,048-569-2556,048-569-2550
T0600,H107,5,1,岩崎電気,岩崎電気株式会社　技術研究所,,,361,21,埼玉県行田市富士見町１－２０,,,048-553-3141,
T3480,,4,1,岩崎電気,岩崎電気株式会社　産業光源課,,,361,8505,埼玉県行田市壱里山町1-1,,,048-554-1105,048-554-4227
T2960,H044,5,1,フィアロコーポ,株式会社　フィアロコーポレーション,,,350,1321,埼玉県狭山市上広瀬東中原８０１－１,,,042-953-2811,042-953-2819
T3810,H198,5,1,伊丹塗料　所沢,伊丹塗料株式会社,所沢営業所,,350,1328,埼玉県狭山市広瀬台２－７－１９,,,042-900-1133,042-900-3388
T2960,,4,1,フィアロコーポ狭山,株式会社　ﾌｨｱﾛｺｰﾎﾟﾚｰｼｮﾝ　狭山工場,,,350,1328,埼玉県狭山市広瀬台２－１２－３７,,,04-2953-2811,04-2953-2819
T0570,,4,1,不二真空,有限会社　不二真空工業,,,339,27,埼玉県岩槻市大字尾ヶ崎２１１３,,,0487-98-3748,0487-98-3748
T3010,H103,5,1,津田　騎西,津田工業株式会社　騎西工場,,,347,111,埼玉県加須市鴻茎３２０４－３,,,0480-70-1241,0480-73-0991
T0330,H049,5,1,ＤＢＣ,ＤＢＣ株式会社,,,343,23,埼玉県越谷市東越谷６－１２２－１,,,048-940-0155,048-940-0166
T3190,,4,1,ＤＢＣ,ＤＢＣ株式会社,,,343,23,埼玉県越谷市東越谷６－１２２－１,,,048-940-0155,048-940-0166
T0510,,4,1,草加真空,草加真空工芸有限会社,,,343,802,埼玉県越谷市小曽川字神前５６０－１,,,0489-74-8038,0489-74-8065
T1210,H107,5,3,㈱タキ倉庫　九州,株式会社　タキ倉庫　九州営業所,,,842,101,佐賀県神埼郡吉野ヶ里町松隈301-1,,,0952-55-1800,
T1210,H115,5,3,日陸　九州,株式会社　日陸,九州物流センター,,842,103,佐賀県神崎郡吉野ヶ里町大曲4550-7,,,0952-51-1045,
T3780,H199,5,2,小糸九州,小糸九州株式会社,,,849,902,佐賀県佐賀市久保泉町大字上和泉,１５８０番６,,0952-71-8575,0952-71-8376
T0060,H084,5,2,美光九州,美光九州株式会社,,,849,902,佐賀県佐賀市久保泉町上和泉１８４８－１,,,0952-98-0850,0952-98-0840
T0015,H042,5,1,飯田塗料,有限会社　飯田塗料,,,135,2,江東区住吉1-14-6,,,03-3631-0373,03-3631-3481
T3750,H193,5,2,柿原工業,柿原工業株式会社,第４工場　新プロセス開発室,,721,956,広島県福山市箕沖町９９－１３,,,084-953-8100,
T0081,H076,5,2,福山合成,福山合成株式会社,,,270,1147,広島県福山市駅家町向永谷１１２５番地,,,084-976-7750,
T1032,H085,5,2,福山合成,福山合成株式会社,,,720,1147,広島県福山市駅家町向永谷１１２５番地,,,0849-76-7750,0849-76-7760
T2200,,4,2,福山,福山合成株式会社,,,720,1147,広島県福山市駅家町向永谷１１２５,,,048-755-5891,0849-76-7760
T0081,,4,2,オーウェル尾道　福山,オーウェル㈱尾道・福山営業所,,,729,141,広島県尾道市高須町１２３１－１,,,0848-46-1131,0848-46-1132
T1032,H062,5,2,広島急送ストア,スタンレー電気株式会社 広島工場,広島急送ストア,,739,145,広島県東広島市八本松町宗吉３６５,,,082-497-3370,
T1032,H014,5,3,福山合成㈱東広島工場,福山合成株式会社　東広島工場,,,739,267,広島県東広島市志和町大字別府８２７,,,0824-33-3806,
T1032,,4,2,スタンレー広島,スタンレー電気株式会社　広島工場,,,739,266,広島県東広島市志和町奥屋１８６６,,,0824-33-2711,0824-33-2079
T1032,H101,5,2,新谷製作所,新谷製作所株式会社,,,739,266,広島県東広島市志和町奥屋１３７２,,,082-433-3353,
T2200,H014,5,3,福山東広島工場,福山合成株式会社　東広島工場,,,739,267,広島県東広島市志和町,大字別府827,,0824-33-3806,
T0082,,4,2,オーウェル　広島,オーウェル㈱　広島営業所,,,730,29,広島県広島市中区三川町７－７,三川町パーキングビル１１階,,082-243-6611,082-243-6614
T0100,H146,5,1,奈良原,株式会社　奈良原産業,,,370,614,群馬県邑楽郡邑楽町大字赤塚４１２７－２,鞍掛第三工業団地内,,0276-80-9170,0276-80-9150
T3690,H177,5,1,オーラ産業,オーラ産業株式会社,,,370,612,群馬県邑楽郡邑楽町新中野１３０－９,,,0276-70-9125,
T0060,H160,5,1,メサック,株式会社　メサック,,,374,123,群馬県邑楽郡板倉町大字飯野１３９,,,0276-82-2206,0276-82-2282
T0100,H152,5,1,新正加工,有限会社　新正加工,,,370,3607,群馬県北群馬郡吉岡町小倉６９５－７１,,,0279-54-3522,0279-54-3559
T0410,,4,1,新正加工,有限会社　新正加工,,,370,3607,群馬県北群馬郡吉岡町小倉６９５－７１,,,0279-54-3522,0279-54-3559
T3530,,4,1,大塚プラスチック,株式会社　大塚プラスチック工業,,,370,2324,群馬県富岡市南後箇1804,,,0274-89-1050,0274-62-6060
T2920,H080,5,2,市光藤岡,市光工業株式会社 藤岡製造所,,,375,43,群馬県藤岡市東平井１４６７,,,0274-23-2211,
T3381,,4,2,市光藤岡,市光工業株式会社　藤岡製造所,,,375,8507,群馬県藤岡市東平井１４６７,４Ｎ納場,,0274-23-2215,
T0083,,4,1,オーウェル　群馬,オーウェル株式会社　群馬営業所,,,373,847,群馬県太田市西新町１２－２５,,,0276-32-1219,0276-32-2691
T0530,,4,1,太閣産業,株式会社　太閣産業,,,371,856,群馬県前橋市総社町高井１１４－１,,,0272-52-6733,0272-52-5979
T3660,,4,1,シェリー,株式会社　シェリー,,,377,5,群馬県渋川市有馬１７９１－３,,,0279-23-1551,0279-23-1244
T3690,H176,5,1,川添工業,川添工業株式会社,,,370,311,群馬県渋川市村上３０５－１,,,0279-59-2781,
T3700,,4,1,川添工業,川添工業　株式会社,,,377,311,群馬県渋川市村上３０５－１,,,0279-59-2781,0279-59-2761
T0100,H036,5,1,青木製作所,有限会社　青木製作所,,,377,7,群馬県渋川市石原１５５８－１,,,0279-23-8960,0279-25-2947
T0330,,4,1,青木製作所,有限会社青木製作所,,,377,7,群馬県渋川市石原１５５８－１,,,0279-23-8960,0279-25-2947
T3660,H171,5,1,シェリー,株式会社　シェリー,,,377,7,群馬県渋川市石原１５５８－１,,,0279-26-3883,0279-26-3883
T3090,H078,5,1,井沢工業,井沢工業株式会社,,,370,1125,群馬県佐波郡玉村町八幡原２０４８,,,0270-65-8560,
T3550,,4,1,井沢工業,井沢工業株式会社,,,370,1125,群馬県佐波郡玉村町八幡原2048,,,0270-65-8560,0270-65-8254
T3620,,4,1,サナック,株式会社　サナック,,,370,1116,群馬県佐波郡玉村町大字飯倉１－１,,,0270-65-1106,0270-65-9991
T0580,,4,1,ヘイワテクノ,ヘイワテクノ株式会社,,,370,1201,群馬県高崎市倉賀野２６６０,,,027-346-3551,027-347-4434
T3220,H154,5,1,ディアンドディ,ディアンドディ株式会社,,,370,27,群馬県高崎市上滝町２７３－１,,,027-360-5360,
T3590,,4,1,エイアイエム　群馬,株式会社　エイアイエム　群馬工場,,,370,27,群馬県高崎市上滝町２７３－１,,,027-360-5360,027-352-0016
T3090,CHD04,5,1,ボルテックス,株式会社　ボルテックスセイグン,本社物流ｾﾝﾀｰ,,379,133,群馬県安中市原市88番地,,,027-382-3781,
T1034,,4,2,スタンレー熊本,スタンレー電気株式会社　熊本工場,,,896,1503,熊本県阿蘇郡白水村大字吉田２１１１,,,0967-62-9311,0967-62-9712
T1034,H020,5,2,白水ＤＨＣ,株式会社　白水ＤＨＣ,,,869,1503,熊本県阿蘇郡南阿蘇村吉田２１１１,,,09676-2-2848,09676-2-2848
T3680,H174,5,1,玉川電器㈱宮城,玉川電器株式会社　宮城工場,,,981,4316,宮城県加美郡加美町月崎字鳥屋ヶ森１－６,,,0229-67-3750,0229-67-3830
T3200,H059,5,1,三和　美濃工場,株式会社　三和スクリーン銘板 美濃工場,,,501,3772,岐阜県美濃市楓台７２－１１,（美濃テクノパーク内）,,0575-31-0333,
T3160,H060,5,2,ＹＫＰ,ＹＫＰ工業株式会社,,,509,9131,岐阜県中津川市千旦林字星ヶ見６５１－１５,,,0573-78-0171,0573-78-0161
T0080,H095,5,2,稲垣産業,有限会社　稲垣産業,,,507,48,岐阜県多治見市池田町８－２０,,,0572-22-5839,
T3470,,4,2,稲垣産業,有限会社　稲垣産業,,,507,48,岐阜県多治見市池田町８－２０,,,0572-22-5839,0572-22-5818
T3470,H162,5,1,明和工業,明和工業株式会社,,,507,901,岐阜県多治見市笠原町９９３,,,0572-43-5183,0572-44-2588
T0070,H008,5,2,セイコー電化,株式会社　セイコー電化工業所,,,501,2257,岐阜県山県市富永５３,,,0581-52-1052,
T3160,H055,5,2,東海化成,株式会社　東海化成工業所,,,501,2101,岐阜県山県市大桑３１０－１,,,0581-22-3302,0581-22-1288
T0070,H013,5,2,アサヒ電子,アサヒ電子　株式会社,,,501,1106,岐阜県岐阜市石谷１１７７番地,,,058-238-8027,
T0070,H206,5,2,アサヒ精工,アサヒ精工株式会社,,,501,1106,岐阜県岐阜市石谷１１７７,,,058-238-8027,058-238-8028
T0070,H010,5,2,協和理化,協和理化学工業株式会社,,,502,5,岐阜県岐阜市岩崎６４６,,,058-237-3711,058-237-3712
T3510,H130,5,2,協和理化学工業,協和理化学工業,,,502,5,岐阜県岐阜市岩崎６４６,,,058-237-3711,058-237-3712
T0070,H112,5,2,丸紅,株式会社　丸紅塗料店,,,504,38,岐阜県各務原市那加大門町２－４３,,,058-383-2511,058-383-2299
T3210,,4,2,中島商会,株式会社　中島商会,,,701,143,岡山県岡山市白石４４１－２,,,086-242-3115,086-243-8241
T2850,KOS03,5,1,東京国際埠頭,東京国際埠頭,,,,,横浜市本牧,,,,
T0070,H149,5,1,コートテック,株式会社コートテック　中川事務所,,,224,15,横浜市都筑区牛久保西２－１－３３,ミナモビル201,,045-914-5211,
T0060,TAD03,5,1,鶴見倉庫,鶴見倉庫㈱　大黒町倉庫　山崎様（鈴与）,,,230,53,横浜市鶴見区大黒町８－１,,,045-521-0021,
T1100,CHN01,5,1,鶴見倉庫(株)大黒町,鶴見倉庫株式会社　大黒町倉庫,,,230,53,横浜市鶴見区大黒町８－１,,,045-521-0021,
T1100,TAD05,5,1,鶴見倉庫,鶴見倉庫株式会社　大黒町倉庫　田部様,,,,,横浜市鶴見区大黒町８－１,,,045-521-0021,
T1210,SHK02,5,1,鈴与鶴見,鈴与㈱鶴見倉庫,川村様,,230,53,横浜市鶴見区大黒町８－１,,,054-521-0021,
T3300,CHD05,5,1,鶴見倉庫,鶴見倉庫株式会社,両備運輸扱い,,230,53,横浜市鶴見区大黒町8-1,,,045-521-0021,
T2880,HAS01,5,1,築港（築港大黒倉庫）,株式会社　築港　（築港大黒倉庫）,,,230,53,横浜市鶴見区大黒町5-81,,,045-502-1867,
T3300,CHD01,5,1,サンリツ,株式会社　サンリツ,,,230,54,横浜市鶴見区大黒ふ頭22Y-CC物流棟,111NACCS CORD2H136,,045-510-2135,
T2850,KOS04,5,1,Ｂ２,Ｂ２（日通扱い）,,,,,横浜市中区本牧埠頭３番地,,,,
T2850,ALS02,5,1,宇徳運輸㈱,宇徳運輸株式会社,,,231,811,横浜市中区本牧ふ頭1-16　本牧公社,D-5　CFS　DHA,,045-623-1241,045-623-1259
T2850,,4,1,セニー,セニートレーディング有限会社,,,231,23,横浜市中区山下町１２－２－１００６号,,,045-680-5650,045-680-5666
T2850,KOS07,5,1,舟津産業㈱,舟津産業㈱,,,236,3,横浜市金沢区幸浦2-9-12,,,045-785-0411,
T2850,ALS03,5,1,玉家運輸倉庫,玉屋運輸倉庫株式会社,,,236,3,横浜市金沢区幸浦2-8-16,,,045-785-0314,
T2850,CHS01,5,1,玉家運輸倉庫,玉家運輸倉庫株式会社,,,236,3,横浜市金沢区幸浦２-８-１６,,,045-785-0314,
T2850,KOK01,5,1,玉家運輸倉庫(株),玉家運輸倉庫(株),,,236,3,横浜市金沢区幸浦2-8-16,,,045-785-0314,
T2850,KOS05,5,1,玉家運輸倉庫,玉家運輸倉庫株式会社,,,236,3,横浜市金沢区幸浦２－８－１６,,,045-785-0314,045-785-5540
T2850,ALS01,5,1,内外トランス,内外トランスケミカル株式会社　近藤様,,,236,3,横浜市金沢区幸浦２－８－１３,,,045-785-0221,
T2850,KOS01,5,1,川岸金沢,株式会社　川岸　金沢倉庫部　長谷川様,,,236,3,横浜市金沢区幸浦２－１８－３,,,045-785-0014,045-785-8852
T3250,,4,1,ニコン,株式会社　ニコン,,,244,8533,横浜市栄区長尾台４７１,,,045-853-8581,
T0020,,4,1,旭真空,旭真空株式会社,,,311,1537,茨城県鉾田市紅葉６９３,,,0291-36-2121,0291-36-2122
T0050,H131,5,1,旭,旭真空株式会社,,,311,1537,茨城県鉾田市紅葉６９３,,,0291-36-2121,0291-36-2122
T0470,H041,5,1,旭真空,旭　真空株式会社,,,311,1537,茨城県鉾田市紅葉６９３,,,0291-36-2121,0291-36-2122
T0470,H086,5,1,旭真空,旭真空株式会社,,,311,1537,茨城県鉾田市紅葉６９３,,,0291-36-2121,0291-36-2122
T0020,H181,5,1,川口,川口真空株式会社,,,300,2724,茨城県常総市古間木１７５３－５,,,0297-42-6611,0297-42-6514
T0060,H158,5,1,川口真空,川口真空株式会社,,,300,61,茨城県常総市古間木１７５３－５,,,0297-42-6611,0297-42-6514
T0130,,4,1,川口真空,川口真空株式会社,,,300,2724,茨城県常総市古間木１７５３－５,,,0297-42-6611,0297-42-6514
T0060,H143,5,1,美野里真空,美野里真空株式会社,,,319,107,茨城県小美玉市小岩戸１１７２,,,0299-48-1388,0299-48-0889
T0100,H014,5,1,美野里真空,美野里真空株式会社,,,319,107,茨城県小美玉市小岩戸１１７２,,,0299-48-1388,0299-48-0889
T0100,H034,5,1,美野里真空,美野里真空株式会社,,,319,107,茨城県小美玉市小岩戸１１７２,,,0299-48-1388,
T0320,,4,1,美野里真空,美野里真空株式会社,,,319,107,茨城県小美玉市小岩戸１１７２,,,0299-48-1388,0299-48-0889
T0470,H108,5,1,美野里真空,美野里真空株式会社,,,319,107,茨城県小美玉市小岩戸１１７２,,,0299-48-1388,0299-48-0889
T0020,H093,5,2,ノグチ真空,ノグチ真空株式会社,,,311,2215,茨城県鹿嶋市和３６８,,,0299-69-5002,0299-69-5249
T0470,,4,2,ノグチ真空,ノグチ真空株式会社,,,311,2215,茨城県鹿嶋市和３６８,,,0299-69-5002,0299-69-5249
T0550,,4,1,ビナック,株式会社　ビナック,,,306,641,茨城県坂東市鵠戸１２２８,,,0297-35-0205,0297-35-0200
T3690,,4,2,大友製作所,株式会社　大友製作所,,,318,23,茨城県高萩市島名１６４５番地,,,0293-23-3511,0293-23-5583
T0020,H165,5,1,㈱大友製作所　高萩工,株式会社　大友製作所　高萩工場,,,318,23,茨城県高萩市島名１６４５,,,0293-23-3511,0293-23-5583
T3400,,4,2,表面化工,株式会社表面化工研究所,,,309,1715,茨城県笠間市湯崎８４５－５,,,0296-77-0669,0296-77-8938
T1210,GZK03,5,1,安達包運倉庫,安達包運倉庫株式会社,,,498,68,愛知県弥富市鍋田町六野８２-１,,,0567-68-6711,0567-68-6712
T1210,INA02,5,1,安達包運倉庫,安達包運倉庫株式会社,,,498,68,愛知県弥富市鍋田町六野82-1,,,0567-68-6711,0567-68-6712
T1210,INK02,5,1,安達包運倉庫㈱,安達包運倉庫株式会社,,,498,68,愛知県弥富市鍋田町六野82-1,,,0567-68-6711,0567-68-6712
T1210,INM03,5,1,安達包運倉庫,安達包運倉庫株式会社,,,498,68,愛知県弥富市鍋田町六野８２－１,,,0567-68-6711,0567-68-6712
T1210,INN02,5,1,安達包運倉庫,安達包運倉庫株式会社,,,498,68,愛知県弥富市鍋田町六野82-1,,,0567-68-6711,0567-68-6712
T1210,INS11,5,1,安達包運倉庫㈱,安達包運倉庫株式会社,,,498,68,愛知県弥富市鍋田町六野82-1,,,0567-68-6711,0567-68-6712
T1210,KOH02,5,1,安達包運倉庫㈱,安達包運倉庫株式会社,,,489,68,愛知県弥富市鍋田町六野82-1,,,0567-68-6711,0567-68-6712
T1210,SAH03,5,1,安達包運倉庫㈱,安達包運倉庫株式会社,,,498,68,愛知県弥富市鍋田町六野82-1,,,0567-68-6711,0567-68-6712
T1210,SIP01,5,1,安達包運倉庫,安達包運倉庫株式会社,,,498,68,愛知県弥富市鍋田町六野82-1,,,0567-68-6711,0567-68-6712
T1210,TAD06,5,1,安達包運倉庫㈱,安達包運倉庫株式会社,,,498,68,愛知県弥富市鍋田町六野82-1,,,0567-68-6711,0567-68-6712
T1210,UKK03,5,1,安達包運倉庫,安達包運倉庫株式会社,,,498,68,愛知県弥富市鍋田町六野82-1,,,0567-68-6711,0567-68-6712
T1210,IDK04,5,1,名港海運㈱弥富,名港海運㈱弥富物流センター,保税蔵置場,,498,68,愛知県弥富市鍋田町八穂121番地1,,,0567-69-2088,
T1210,SHK03,5,1,名港海運㈱弥富,名港海運㈱弥富物流センター,,,498,68,愛知県弥富市鍋田町八穂121-1,,,0567-69-2088,
T1210,THK02,5,1,名港海運㈱弥富,名港海運㈱弥富物流ｾﾝﾀｰ,,,498,68,愛知県弥富市鍋田町八穂121-1,,,0567-69-2088,
T2880,GZS08,5,1,築港　名古屋,株式会社　築港　名古屋化学品センター,,,498,61,愛知県弥富市操出１０－１０－１,,,0567-66-3353,0567-66-3351
T0070,H170,5,1,春日井化成工業　南工,株式会社　春日井化成工業所　南工場,,,457,841,愛知県名古屋市南区豊田３丁目１８番地３０,,,052-694-7331,
T3280,,4,1,箔栄社　第一塗装,株式会社　箔栄社　第一塗装工場,,,454,996,愛知県名古屋市中川区伏屋5-701,,,052-365-8981,
T0080,,4,1,オーウェル,オーウェル株式会社,,,460,26,愛知県名古屋市中区伊勢山１－４－１,,,052-331-4481,052-331-4485
T0070,,4,1,鵜飼塗料商事,鵜飼塗料商事株式会社,,,452,812,愛知県名古屋市西区玉池町１－４,,,052-503-6798,052-503-3413
T3510,PKO03,5,1,名港海運㈱空見梱包,名港海運株式会社　空見梱包センター,,,455,847,愛知県名古屋市港区空見町１１番地,,,052-398-1495,025-398-1490
T1037,H027,5,1,山田塗装,有限会社　山田塗装,,,470,1101,愛知県豊明市沓掛町山新田１０－９,,,0562-92-5757,
T0070,H185,5,2,北川,北川塗料株式会社,,,473,907,愛知県豊田市竜神町東名４７,,,0565-29-8235,
T0070,H012,5,2,杉浦木型,株式会社　杉浦木型製作所,,,473,933,愛知県豊田市高岡町東浦４５番地,,,0565-51-1001,
T3180,H046,5,1,アサヒプロダクト,アサヒプロダクト株式会社,,,441,1113,愛知県豊橋市東森岡１丁目１０－１３－５,,,0532-87-1345,0532-87-1346
T0070,H088,5,1,守田屋塗料,守田屋塗料株式会社　三遠営業所,,,441,8123,愛知県豊橋市若松町若松３５７－６,,,0532-44-8888,
T3180,,4,1,ＤＩＭ,ダイヤインジェクション,モールディング株式会社,,440,8601,愛知県豊橋市牛川通４丁目１番地２,,,0532-64-2206,0532-63-7829
T0070,H032,5,2,玉善,株式会社　玉善,,,448,46,愛知県尾張旭市南栄町旭ヶ丘８４,,,0561-53-3335,
T0070,H090,5,1,アーク名古屋,株式会社　アーク　名古屋支店,,,470,111,愛知県日進市米野木町南山５００－３０,,,0561-72-5550,
T3160,H065,5,1,木島工作所,株式会社　木島工作所,,,480,134,愛知県丹羽郡大口町豊田,3丁目201番地,,0587-95-3960,0587-95-1351
T1037,H028,5,1,ＴＥＮＰＡＫＵ．Ｒ,株式会社　ＴＥＮＰＡＫＵ．Ｒ,,,474,11,愛知県大府市横根町新江１５－２４,,,0562-46-7802,
T0070,H178,5,1,シブヤメッキ,シブヤメッキ,,,444,524,愛知県西尾市吉良町荻原川中４８－２,,,0563-65-2531,
T0070,H009,5,2,神村メッキ　愛知,神村真空メッキ工業株式会社,,,489,52,愛知県瀬戸市安戸町２１番地,,,0561-82-5289,0561-82-7022
T3790,,4,1,LIXIL,株式会社　ＬＩＸＩＬ,,,479,8588,愛知県常滑市港町３－７７,榎戸ビル3F　第1事務所,,0569-43-8022,0569-43-6114
T1210,IDR01,5,1,名鉄観光ｻｰﾋﾞｽ,名鉄観光サービス株式会社,中部空港オペレーションセンター,,479,881,愛知県常滑市セントレア３丁目１６－６,,,0569-35-9711,
T1210,AIR01,5,1,商船三井,シーガルセントレアターミナル,気付：商船三井ロジスティクス㈱,中部国際空港営業所,479,881,愛知県常滑市セントレア3丁目12-2,,,0569-38-8120,
T1210,CZK01,5,1,商船三井,シーガル・セントレア・ターミナル,気付：商船三井ロジスティクス(株),中部国際営業所,479,881,愛知県常滑市セントレア3丁目12-2,,,0569-38-8120,0569-38-1704
T1210,GZK02,5,1,シーガルセントレア,シーガル・セントレア・ターミナル,気付：商船三井ロジスティックス㈱長谷川様,中部国際空港営業所,479,881,愛知県常滑市セントレア3丁目12-2,,,0569-38-8120,
T1210,INA01,5,1,商船三井ロジスティク,シーガル・セントレア・ターミナル,気付：商船三井ロジスティクス㈱,,479,881,愛知県常滑市セントレア3丁目12－2,,,0569-38-8120,
T1210,JSS01,5,1,ｼｰｶﾞﾙ・ｾﾝﾄﾚｱ・ﾀｰﾐﾅﾙ,シーガル・セントレア・ターミナル,気付：商船三井ロジスティクス（株）,中部国際空港営業所,479,881,愛知県常滑市セントレア3丁目12-2,,,0569-38-8120,
T1210,KCZ01,5,1,商船三井ﾛｼﾞｽﾃｨｸｽ,商船三井ロジスティクス(株),中部国際空港営業所　長谷川様,,479,881,愛知県常滑市セントレア3丁目12-2,シーガル・セントレア・ターミナル,,0569-38-8120,0569-38-1704
T1210,SHK04,5,1,商船三井ロジスティク,商船三井ロジスティクス㈱,,,479,881,愛知県常滑市セントレア3丁目12-2,,,0569-38-8120,
T1210,THS02,5,1,商船三井,商船三井ロジスティックス㈱,中部国際空港営業所,,,,愛知県常滑市セントレア３丁目１２－２,シーガル・セントレア・ターミナル,,0569-38-8120,
T1210,THV01,5,1,商船三井ロジスティク,シーガル・セントレア・ターミナル,気付　商船三井ロジスティクス(株),中部国際空港営業所,479,881,愛知県常滑市セントレア3丁目12-2,,,0569-38-8120,
T3510,PKO01,5,1,ｼｰｶﾞﾙ・ｾﾝﾄﾚｱ・ﾀｰﾐﾅﾙ,シーガル・セントレア・ターミナル,気付：商船三井ロジスティクス（株）,中部国際空港営業所,479,881,愛知県常滑市セントレア3丁目12-2,,,0569-38-8120,0569-38-1704
T3510,KOT01,5,1,愛知陸運株式会社,愛知陸運株式会社,中部国際空港営業所,,479,881,愛知県常滑市セントレア3-16-2,,,0569-38-8200,
T1210,IDK06,5,1,日本通運㈱中部空港,日本通運株式会社　中部空港支店,,,479,881,愛知県常滑市セントレア３－１２－４,,,0569-38-2272,
T1210,INK10,5,1,日本通運㈱中部空港,日本通運株式会社　中部空港支店,,,479,881,愛知県常滑市セントレア３－１２－４,,,0569-38-2272,
T1210,THK09,5,1,日本通運㈱中部空港,日本通運株式会社　中部空港支店,,,479,881,愛知県常滑市セントレア３－１２－４,,,0569-38-2272,
T1210,FUD02,5,1,商船三井,商船三井ロジスティクス㈱,中部国際空港営業所　市来様,,,,愛知県常滑市セントレア３－１２－２,シーガル・セントレア・ターミナル,,0569-38-8120,
T1210,IDK01,5,1,商船三井,商船三井ロジスティクス㈱,中部国際空港営業所　長谷川様,,,,愛知県常滑市セントレア３－１２－２,シーガルセントレアターミナル,,0569-38-8120,0569-38-1704
T1210,INK01,5,1,商船三井㈱,商船三井ロジスティクス株式会社,,,479,881,愛知県常滑市セントレア3-12-2,シーガル・セントレア・ターミナル,,0569-38-8120,
